TIME FRAME,GEOGRAPHY,BRAND,DESCRIPTION,UPC,# of Stores,# of Stores Selling,Dollars,Units,ARP,Average Weekly Dollars,Average Weekly Units,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Plus Scope Minty Fresh Complete Whitening Toothpaste 5.4 Oz (2 Pk),00-37000-85379,"1,968.0","1,853.1","$64,607.44","9,454.0",$6.83,"$64,607.44","9,454.0",$34.87,5.1
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Pro Health Advanced Deep Clean Mint Toothpaste 5.1oz,00-37000-97667,"1,968.0","1,914.1","$60,810.25","12,391.0",$4.91,"$60,810.25","12,391.0",$31.77,6.5
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Pro Health Clean Mint Toothpaste 4.3 Oz,00-30772-05721,"1,968.0","1,917.0","$46,872.45","12,047.0",$3.89,"$46,872.45","12,047.0",$24.45,6.3
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Pro-health Gum Detoxify Deep Clean Toothpaste 4.8oz,00-30772-11257,"1,968.0","1,774.0","$55,097.58","6,260.0",$8.80,"$55,097.58","6,260.0",$31.06,3.5
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Pro-health Princss Tthpst Bubblgm 4.2oz,00-68305-63235,"1,968.0","1,649.0","$12,721.82","4,922.0",$2.58,"$12,721.82","4,922.0",$7.71,3.0
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Pro-health Whitening Gel Tothpst 17.2oz,00-30772-05884,"1,968.0","1,557.1","$31,686.23","4,615.0",$6.87,"$31,686.23","4,615.0",$20.35,3.0
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Scope Outlast Mint Toothpaste 5.4 Oz,00-37000-90785,"1,968.0","1,886.9","$53,914.88","13,858.0",$3.89,"$53,914.88","13,858.0",$28.57,7.3
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Strawberry Toothpaste 4.2 Oz,00-30772-16271,"1,968.0","1,622.0","$19,380.30","5,046.0",$3.84,"$19,380.30","5,046.0",$11.95,3.1
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Toothpaste Bks Wh/px Fm/flr Tb 8.2 Oz,00-37000-32025,"1,968.0","1,749.0","$18,913.08","6,235.0",$3.03,"$18,913.08","6,235.0",$10.81,3.6
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Toothpaste G S-c/flr Tb 4 Oz,00-37000-00382,"1,968.0","1,859.0","$32,249.21","16,349.0",$1.97,"$32,249.21","16,349.0",$17.35,8.8
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Toothpaste Tube Gel 8.2 Oz,00-37000-00311,"1,968.0","1,824.9","$30,609.99","10,371.0",$2.95,"$30,609.99","10,371.0",$16.77,5.7
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Crest Toothpste + Scope .85 Oz,00-37000-38592,"1,968.0",2.0,$1.98,2.0,$0.99,$1.98,2.0,$0.99,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,CREST,Cskds Spkfn Atcvt Tpst 13.8oz,00-37000-77067,"1,968.0","1,790.1","$38,861.22","7,976.0",$4.87,"$38,861.22","7,976.0",$21.71,4.5
1 Week End 07/27/2025,TARGET CORP - RMA,COLGATE,Cttsf Reg Cs*16 Tpst Ss 1.4oz,00-35000-45987,"1,968.0","1,946.0","$138,620.60","69,243.0",$2.00,"$138,620.60","69,243.0",$71.23,35.6
1 Week End 07/27/2025,TARGET CORP - RMA,COLGATE,Cttwh Reg Waabf Tpst Ss 9.6oz,00-35000-46393,"1,968.0",2.0,$13.34,2.0,$6.67,$13.34,2.0,$6.67,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Actvtd Charcoal Whtning Tthpste Ogc 4oz,08-19156-02003,"1,968.0","1,890.1","$54,521.50","9,863.0",$5.53,"$54,521.50","9,863.0",$28.85,5.2
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Antiplaque & Whitening Toothpaste 4.2oz,08-19156-02024,"1,968.0","1,933.0","$59,529.11","12,046.0",$4.94,"$59,529.11","12,046.0",$30.80,6.2
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Antiplaque Whitening Thpste 4.7oz (2pk),08-19156-02207,"1,968.0","1,780.1","$63,206.56","7,038.0",$8.98,"$63,206.56","7,038.0",$35.51,4.0
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Blue Raspberry Toothpaste 4.2 Oz,08-19156-02180,"1,968.0","1,586.0","$25,730.87","5,704.0",$4.51,"$25,730.87","5,704.0",$16.22,3.6
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Kids Watermelon Toothpaste 4.2 Oz,08-54296-00467,"1,968.0","1,795.0","$38,608.20","8,064.0",$4.79,"$38,608.20","8,064.0",$21.51,4.5
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Natural Spearmint Toothpaste 4.7 Oz,08-19156-02323,"1,968.0","1,294.9","$21,226.52","4,250.0",$4.99,"$21,226.52","4,250.0",$16.39,3.3
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Naturally Whtning Fluorde Tthpste 4.7oz,08-19156-02023,"1,968.0","1,860.9","$45,027.28","9,170.0",$4.91,"$45,027.28","9,170.0",$24.20,4.9
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Unicorn Sparkle Bubble Gum 4.2oz,08-19156-02174,"1,968.0","1,762.9","$33,170.39","7,324.0",$4.53,"$33,170.39","7,324.0",$18.81,4.2
1 Week End 07/27/2025,TARGET CORP - RMA,HELLO,Hello Vitamin C Whitening Toothpaste 4oz,08-27854-01168,"1,968.0","1,421.1","$20,495.08","3,689.0",$5.56,"$20,495.08","3,689.0",$14.42,2.6
1 Week End 07/27/2025,TARGET CORP - RMA,HISMILE,Hismile Blue Raspberry Toothpaste 2.1 Oz,00-35000-00729,"1,968.0",229.1,"$2,756.26",344.0,$8.01,"$2,756.26",344.0,$12.04,1.5
1 Week End 07/27/2025,TARGET CORP - RMA,LUMINEUX,Lumineux Oral Prfctn Whtnng Tthpst Ogc 3.75oz,08-60124-00017,"1,968.0","1,549.0","$34,853.19","5,016.0",$6.95,"$34,853.19","5,016.0",$22.50,3.2
1 Week End 07/27/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Bubble Gum Whitening Anti Cavity Toothpaste 4.2 Oz,08-50031-97079,"1,968.0","1,062.9","$8,985.79","1,868.0",$4.81,"$8,985.79","1,868.0",$8.45,1.8
1 Week End 07/27/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Mint Rebuilding Toothpst 4oz,08-50031-97037,"1,968.0",1.0,$7.99,1.0,$7.99,$7.99,1.0,$7.99,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Strwbrry Kds Cheeth Tp 4.2oz,08-50031-97068,"1,968.0","1,352.0","$14,293.89","2,955.0",$4.84,"$14,293.89","2,955.0",$10.57,2.2
1 Week End 07/27/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Watermelon Toothpaste 4 Oz,08-50031-97036,"1,968.0","1,472.1","$17,029.08","3,550.0",$4.80,"$17,029.08","3,550.0",$11.57,2.4
1 Week End 07/27/2025,TARGET CORP - RMA,ORAJEL,Onppt Bblby Atcvt Tpst Ss 4.2oz,27-00704-99527,"1,968.0",1.0,$1.81,1.0,$1.81,$1.81,1.0,$1.81,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,ORAJEL,Orajel Bubble Guppies Antcvt Toothpaste 4.2oz,03-10310-32024,"1,968.0","1,791.1","$17,525.19","6,893.0",$2.54,"$17,525.19","6,893.0",$9.79,3.9
1 Week End 07/27/2025,TARGET CORP - RMA,ORAJEL,Orajel Toddler Training Tpaste Thomas 1.5 Oz,03-10310-32460,"1,968.0","1,848.9","$28,151.11","9,869.0",$2.85,"$28,151.11","9,869.0",$15.23,5.3
1 Week End 07/27/2025,TARGET CORP - RMA,PARODONTAX,Pdntx Pf#27 A#792 Tpst Ss 3.4oz,00-53100-38496,"1,968.0",22.0,$163.19,23.0,$7.10,$163.19,23.0,$7.42,1.1
1 Week End 07/27/2025,TARGET CORP - RMA,POLIDENT,Polident Denture Cleanser Tablet Bx Ss 90ct,03-10158-35996,"1,968.0","1,769.0","$44,230.00","7,213.0",$6.13,"$44,230.00","7,213.0",$25.00,4.1
1 Week End 07/27/2025,TARGET CORP - RMA,POLIDENT,Polident Overnight Whitning Dntr Clnsr 120 Ct,03-10158-03449,"1,968.0",3.9,$18.00,4.0,$4.50,$18.00,4.0,$4.50,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,POLIGRIP,Poligrip  Toothpaste Tbibx 4.4oz,03-10158-36059,"1,968.0","1,022.0","$20,966.47","1,696.0",$12.36,"$20,966.47","1,696.0",$20.52,1.7
1 Week End 07/27/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL DENTURE CLEANSER MINT IWP FOIL IN BOX 120 CT - 1026194358,22-13845-06463,"1,968.0","1,909.9","$59,171.99","11,780.0",$5.02,"$59,171.99","11,780.0",$30.98,6.2
1 Week End 07/27/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL DENTURE CLEANSER NOT STATED ON PACKGE BOX 120 CT - 1185830327,22-14881-25682,"1,968.0","1,483.1","$17,352.83","3,570.0",$4.86,"$17,352.83","3,570.0",$11.70,2.4
1 Week End 07/27/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL TOOTHPASTE MINT TUBE IN BOX 4 OZ 1 CT - 1185832009,22-14881-25709,"1,968.0","1,934.0","$53,356.07","13,600.0",$3.92,"$53,356.07","13,600.0",$27.59,7.0
1 Week End 07/27/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL TOOTHPASTE MINT TUBE IN BOX 8 OZ 2 CT - 1025194227,22-13959-34372,"1,968.0",3.0,$19.15,3.0,$6.38,$19.15,3.0,$6.38,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Scmpr Reg Saagn Tpst Ss 6.8oz,03-10158-85117,"1,968.0","1,536.0","$50,509.00","4,089.0",$12.35,"$50,509.00","4,089.0",$32.88,2.7
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne  Whitening Anti Cavity Toothpaste Ss 3.4oz,03-10158-35958,"1,968.0","1,490.0","$36,174.29","4,075.0",$8.88,"$36,174.29","4,075.0",$24.28,2.7
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clean Mnt Rpr Pronamel Tthpst 3.4oz,03-10158-88760,"1,968.0","1,898.9","$76,453.87","11,094.0",$6.89,"$76,453.87","11,094.0",$40.26,5.8
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clinical White Toothpaste 3.4 Oz,03-10158-35811,"1,968.0","1,766.1","$62,711.05","7,119.0",$8.81,"$62,711.05","7,119.0",$35.51,4.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clinical White Toothpaste 3.4 Oz,03-10158-35814,"1,968.0","1,655.1","$43,620.21","4,926.0",$8.86,"$43,620.21","4,926.0",$26.36,3.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Extra Whitening Toothpaste 2.7 Oz,03-10158-08430,"1,968.0",790.0,"$50,617.58","8,628.0",$5.87,"$50,617.58","8,628.0",$64.07,10.9
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Fresh Mint Toothpaste 4 Oz (2 Pk),03-10158-08189,"1,968.0","1,676.0","$73,443.28","5,907.0",$12.43,"$73,443.28","5,907.0",$43.82,3.5
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Gentl Whitn Alpine Brz Thpst 2.7 Oz,03-10158-83060,"1,968.0","1,748.0","$95,504.46","16,253.0",$5.88,"$95,504.46","16,253.0",$54.64,9.3
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Max Tpaste Xtra Whtng 4 Oz (2 Pk),03-10158-08414,"1,968.0","1,891.1","$141,095.44","11,415.0",$12.36,"$141,095.44","11,415.0",$74.61,6.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pro Enamel Alpine Brz 4 Oz,03-10158-85000,"1,968.0","1,844.0","$57,419.40","8,341.0",$6.88,"$57,419.40","8,341.0",$31.14,4.5
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel  Whitening Anti Cavity Toothpaste Ss 3.4oz,03-10158-35938,"1,968.0","1,672.0","$44,067.53","4,960.0",$8.88,"$44,067.53","4,960.0",$26.36,3.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel  Whitening Anti Cavity Toothpaste Ss 3.4oz,03-10158-35944,"1,968.0","1,529.9","$35,246.40","4,065.0",$8.67,"$35,246.40","4,065.0",$23.04,2.7
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Berry Blast Anti Cavity Toothpaste Ss 4oz,03-10158-35968,"1,968.0","1,627.0","$21,682.55","5,157.0",$4.20,"$21,682.55","5,157.0",$13.33,3.2
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Mint Ess Tthpste 4oz (2pk),03-10158-88718,"1,968.0","1,282.9","$33,856.30","2,739.0",$12.36,"$33,856.30","2,739.0",$26.39,2.1
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Toothpaste 4 Oz (2 Pk),03-10158-83057,"1,968.0","1,643.1","$61,109.63","4,965.0",$12.31,"$61,109.63","4,965.0",$37.19,3.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronaml Freh Brsh Thpaste 2oz (2pk),03-10158-83086,"1,968.0","1,716.1","$73,981.08","5,999.0",$12.33,"$73,981.08","5,999.0",$43.11,3.5
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Sensitivity Gum And Enamel Toothpaste 3.4 Oz,03-10158-35661,"1,968.0","1,799.0","$61,800.80","8,958.0",$6.90,"$61,800.80","8,958.0",$34.35,5.0
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Whitening 4 Oz,03-10158-08404,"1,968.0","1,947.9","$124,708.85","18,048.0",$6.91,"$124,708.85","18,048.0",$64.02,9.3
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Whitening Rpr & Prtct Tthpate 3.4oz,03-10158-84060,"1,968.0",9.1,$78.57,11.0,$7.14,$78.57,11.0,$8.73,1.2
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Xtra Frsh Rpair Prtct Tthpst 3.40oz,03-10158-84030,"1,968.0","1,927.1","$96,806.11","14,069.0",$6.88,"$96,806.11","14,069.0",$50.24,7.3
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Sndyn Frsmt Senac Tpst Ss 8oz,03-10158-08186,"1,968.0",774.0,"$14,475.89","1,196.0",$12.10,"$14,475.89","1,196.0",$18.70,1.6
1 Week End 07/27/2025,TARGET CORP - RMA,SENSODYNE,Srpp2 Reg Snwha Tpst Ss 6.8oz,03-10158-85116,"1,968.0","1,759.0","$81,747.35","6,627.0",$12.34,"$81,747.35","6,627.0",$46.47,3.8
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Clean Mint Luminous White Toothpaste 4oz,00-77326-47014,"1,968.0",1.0,$5.99,1.0,$5.99,$5.99,1.0,$5.99,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Grape Toothpaste 5.1oz,00-35000-99490,"1,968.0",886.0,"$9,792.10","1,954.0",$5.01,"$9,792.10","1,954.0",$11.05,2.2
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Peppermint Toothpaste 4.5oz,08-27854-01164,"1,968.0","1,815.1","$45,735.22","7,567.0",$6.04,"$45,735.22","7,567.0",$25.20,4.2
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Peppermint Whiten Plus Deep Clean Whitening Toothpaste 4 Oz,08-27854-01933,"1,968.0","1,533.1","$27,458.89","4,622.0",$5.94,"$27,458.89","4,622.0",$17.91,3.0
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Strwbrry Child Toothpste 5.1oz,00-35000-97123,"1,968.0","1,856.0","$52,030.77","10,440.0",$4.98,"$52,030.77","10,440.0",$28.03,5.6
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Strwbrry Child Toothpste 5.1oz,00-35000-97122,"1,968.0","1,776.9","$34,625.76","6,917.0",$5.01,"$34,625.76","6,917.0",$19.49,3.9
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Toddler Training Tthpste 1.75oz,00-77326-83377,"1,968.0","1,682.1","$19,829.69","5,215.0",$3.80,"$19,829.69","5,215.0",$11.79,3.1
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Wckd Cl Mld Mnt Tthpaste 5.1 Oz,00-35000-97120,"1,968.0","1,509.1","$21,408.96","4,255.0",$5.03,"$21,408.96","4,255.0",$14.19,2.8
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Peppermint Whole Care Toothpaste 4 Oz,00-77326-47017,"1,968.0",3.9,$13.73,4.0,$3.43,$13.73,4.0,$3.43,1.0
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Pepprmnt Antplq Whtnng Tthpst 4.5oz(3pk),08-27854-01377,"1,968.0","1,737.0","$82,906.96","5,974.0",$13.88,"$82,906.96","5,974.0",$47.73,3.4
1 Week End 07/27/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Pepprmnt Whl Cre Flrd Tthpaste 4oz (2pk),00-35000-98520,"1,968.0","1,501.0","$43,691.77","4,029.0",$10.84,"$43,691.77","4,029.0",$29.11,2.7
1 Week End 08/03/2025,TARGET CORP - RMA,AQUAFRESH,+aexcl Reg Whacv Tpst Ss  16.8oz,00-53100-29150,"1,969.0","1,792.8","$57,285.91","7,245.8",$7.91,"$57,285.91","7,245.8",$31.96,4.0
1 Week End 08/03/2025,TARGET CORP - RMA,ARM & HAMMER,+ahccr Frsmt Wgc#2 Tpst Ss  12oz,00-33200-97543,"1,969.0","1,664.4","$37,986.69","5,467.2",$6.95,"$37,986.69","5,467.2",$22.82,3.3
1 Week End 08/03/2025,TARGET CORP - RMA,ARM & HAMMER,+amha8 Iic#9 Whacv Tpst Ss 5.5oz,00-33200-52002,"1,969.0","1,609.1","$27,503.53","6,965.0",$3.95,"$27,503.53","6,965.0",$17.09,4.3
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Acfrs Atcvt Tpst Ss 3.8oz,00-37000-81995,"1,969.0",5.9,$35.46,7.0,$5.07,$35.46,7.0,$5.91,1.2
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Acfrs Atcvt Tpst Ss 7.6oz,00-37000-82024,"1,969.0",2.0,$17.98,2.0,$8.99,$17.98,2.0,$8.99,1.0
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Chrcl Atcvt Tpst Ss 3.8oz,00-37000-84414,"1,969.0",8.1,$57.84,12.0,$4.82,$57.84,12.0,$7.22,1.5
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Chrcl Whacv Tpst Ss 9.2oz,00-30772-11625,"1,969.0","1,397.4","$43,132.18","2,905.7",$14.84,"$43,132.18","2,905.7",$30.86,2.1
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Dlm#1 Aswac Tpst Ss 2.1oz,00-30772-16187,"1,969.0","1,642.5","$44,587.20","5,039.8",$8.85,"$44,587.20","5,039.8",$27.15,3.1
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Dlm#1 Aswac Tpst Ss 3.1oz,00-30772-16189,"1,969.0","1,646.5","$62,216.86","5,248.2",$11.85,"$62,216.86","5,248.2",$37.79,3.2
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Iclmn Aepas Tpst Ss 3.8oz,00-30772-10316,"1,969.0","1,720.7","$23,760.89","5,968.7",$3.98,"$23,760.89","5,968.7",$13.81,3.5
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Iclmn Aepas Tpst Ss 4.4oz,00-30772-08486,"1,969.0",6.1,$24.59,6.0,$4.09,$24.59,6.0,$4.09,1.0
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Iclmn Aepas Tpst Ss 7.6oz,00-30772-13009,"1,969.0","1,611.6","$30,591.38","4,427.9",$6.91,"$30,591.38","4,427.9",$18.98,2.8
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Ivmnt Whacv Tpst Ss 2.4oz,00-30772-05373,"1,969.0","1,871.9","$39,242.30","7,853.3",$5.00,"$39,242.30","7,853.3",$20.96,4.2
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Ivmnt Whacv Tpst Ss 4.6oz,00-30772-11263,"1,969.0","1,525.4","$31,897.39","3,582.6",$8.90,"$31,897.39","3,582.6",$20.91,2.4
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh N/av Aswac Tpst Ss  4.1oz,00-30772-11280,"1,969.0","1,890.6","$79,752.83","16,090.8",$4.96,"$79,752.83","16,090.8",$42.18,8.5
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh N/av Waepr Tpst Ss  3.8oz,00-30772-11253,"1,969.0","1,753.6","$60,817.47","6,519.0",$9.33,"$60,817.47","6,519.0",$34.68,3.7
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Rnm#3 Atcvt Tpst   11.4oz,00-30772-00038,"1,969.0",1.0,$12.99,1.0,$12.99,$12.99,1.0,$12.99,1.0
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3dwh Rnm#3 Atcvt Tpst Ss 7.6oz,00-37000-81092,"1,969.0",1.0,$8.99,1.0,$8.99,$8.99,1.0,$8.99,1.0
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wad Chrcl Aepas Tpst   13.2oz,00-30772-12559,"1,969.0","1,515.5","$33,827.44","3,796.3",$8.91,"$33,827.44","3,796.3",$22.32,2.5
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wad Chrcl Aepas Tpst Ss 3.3oz,00-30772-12560,"1,969.0","1,629.5","$22,767.03","4,609.3",$4.94,"$22,767.03","4,609.3",$13.97,2.8
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wad Dpcl1 Aepas Tpst Ss 3.3oz,00-30772-12558,"1,969.0","1,597.5","$39,323.86","8,231.0",$4.78,"$39,323.86","8,231.0",$24.62,5.2
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wad Frsmt Waepr Tpst Ss   3oz,00-30772-05387,"1,969.0","1,600.0","$30,780.84","5,735.0",$5.37,"$30,780.84","5,735.0",$19.24,3.6
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wad Gmw#2 Aepas Tpst Ss 9.9oz,00-30772-10344,"1,969.0","1,328.5","$37,455.32","2,853.8",$13.12,"$37,455.32","2,853.8",$28.20,2.2
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wad Vrp#7 Awssf Tpst   13.8oz,00-30772-11628,"1,969.0","1,252.5","$44,807.41","2,384.8",$18.79,"$44,807.41","2,384.8",$35.78,1.9
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wbr Crwmn Aswac Tpst Ss 4.6oz,00-30772-11265,"1,969.0","1,691.6","$47,412.47","5,158.4",$9.19,"$47,412.47","5,158.4",$28.03,3.1
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wbr L#190 Aswac Tpst Ss 4.6oz,00-30772-11264,"1,969.0","1,777.8","$56,277.66","6,121.7",$9.19,"$56,277.66","6,121.7",$31.66,3.4
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wbr N/av Aepas Tpst Ss  3.9oz,00-30772-11276,"1,969.0","1,503.5","$33,741.03","3,766.1",$8.96,"$33,741.03","3,766.1",$22.44,2.5
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wbr N/av Aswac Tpst Ss  2.1oz,00-30772-16188,"1,969.0","1,813.8","$65,240.43","7,364.2",$8.86,"$65,240.43","7,364.2",$35.97,4.1
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wbr N/av Aswac Tpst Ss  3.1oz,00-30772-16191,"1,969.0","1,880.8","$118,277.87","9,987.7",$11.84,"$118,277.87","9,987.7",$62.89,5.3
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+c3wbr Vrp#7 Aswac Tpst Ss 9.2oz,00-30772-11627,"1,969.0","1,497.6","$48,806.79","3,298.1",$14.80,"$48,806.79","3,298.1",$32.59,2.2
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+ccvpr Reg Cavpr Tpst Ss  17.1oz,00-37000-12277,"1,969.0","1,910.9","$60,023.02","12,263.2",$4.89,"$60,023.02","12,263.2",$31.41,6.4
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+clgt3 N/av Aasep Tpst Tbibx 6oz,00-35000-99577,"1,969.0","1,500.6","$44,494.63","3,508.0",$12.68,"$44,494.63","3,508.0",$29.65,2.3
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+clgt3 N/av Aepas Tpst Tbibx 3oz,00-35000-99338,"1,969.0","1,796.7","$55,333.57","7,166.6",$7.72,"$55,333.57","7,166.6",$30.80,4.0
1 Week End 08/03/2025,TARGET CORP - RMA,CREST,+cmrs4 Stb Atcvt Tpst Ss   4.2oz,00-37000-55570,"1,969.0","1,701.4","$14,353.56","5,577.9",$2.57,"$14,353.56","5,577.9",$8.44,3.3
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+cmxfr Colmt Whacv Tpst   18.9oz,00-35000-99699,"1,969.0","1,489.6","$32,028.44","4,304.0",$7.44,"$32,028.44","4,304.0",$21.50,2.9
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+cmxfr Mnt Atcvt Tpst Ss   6.3oz,08-27854-00008,"1,969.0","1,655.7","$45,138.39","6,108.1",$7.39,"$45,138.39","6,108.1",$27.26,3.7
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+colgt Bubfr Atcvt Tpst Ss 4.6oz,08-27854-00425,"1,969.0","1,704.6","$20,666.99","5,897.1",$3.50,"$20,666.99","5,897.1",$12.12,3.5
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+colgt Bubfr Atcvt Tpst Ss 4.6oz,08-27854-00424,"1,969.0","1,056.0","$9,764.94","2,833.0",$3.45,"$9,764.94","2,833.0",$9.25,2.7
1 Week End 08/03/2025,TARGET CORP - RMA,COLGATE,+copwh Colmt Atcvt Tpst Ss 4.2oz,00-35000-97872,"1,969.0","1,706.7","$29,893.78","5,124.0",$5.83,"$29,893.78","5,124.0",$17.51,3.0
